Apparent.Timestep;Time;Sum [kWh]
0;2010/7/1 0:00;0.06046657736532888
60;2010/7/1 1:00;0.061014684986197505
120;2010/7/1 2:00;0.0587496301620233
180;2010/7/1 3:00;0.05865884103048593
240;2010/7/1 4:00;0.06330619373358154
300;2010/7/1 5:00;0.05647644930832232
360;2010/7/1 6:00;0.058664358658264595
420;2010/7/1 7:00;1.0105405122000064
480;2010/7/1 8:00;0.09987539029175709
540;2010/7/1 9:00;0.05514239820689438
600;2010/7/1 10:00;0.05666471755138553
660;2010/7/1 11:00;0.06180836852697582
720;2010/7/1 12:00;0.06774241170639794
780;2010/7/1 13:00;0.058813070405470375
840;2010/7/1 14:00;0.06105296986809869
900;2010/7/1 15:00;0.06057671811793401
960;2010/7/1 16:00;0.04081468660440714
1020;2010/7/1 17:00;0.2402164245627473
1080;2010/7/1 18:00;0.3030618696136689
1140;2010/7/1 19:00;2.4193731801471805
1200;2010/7/1 20:00;1.892981914954632
1260;2010/7/1 21:00;0.5094862270293966
1320;2010/7/1 22:00;0.3619663825320128
1380;2010/7/1 23:00;0.16504985618817405
1440;2010/7/2 0:00;0.05649961284002859
1500;2010/7/2 1:00;0.06100317322351322
1560;2010/7/2 2:00;0.05877013446140212
1620;2010/7/2 3:00;0.058677421950359604
1680;2010/7/2 4:00;0.05882815083873619
1740;2010/7/2 5:00;0.05867490046242335
1800;2010/7/2 6:00;1.3194926560041287
1860;2010/7/2 7:00;0.24471297359998614
1920;2010/7/2 8:00;0.8215690141963715
1980;2010/7/2 9:00;0.07808536115590892
2040;2010/7/2 10:00;0.054101676510335504
2100;2010/7/2 11:00;0.058575111145134376
2160;2010/7/2 12:00;0.05870605340129593
2220;2010/7/2 13:00;0.05873797702620202
2280;2010/7/2 14:00;0.0589029955907135
2340;2010/7/2 15:00;0.058780060868291684
2400;2010/7/2 16:00;1.4396784629440145
2460;2010/7/2 17:00;2.7910755933299094
2520;2010/7/2 18:00;2.1234908720889223
2580;2010/7/2 19:00;0.3486134013256792
2640;2010/7/2 20:00;0.36801640459407153
2700;2010/7/2 21:00;0.396841519254149
2760;2010/7/2 22:00;0.3892939306197705
2820;2010/7/2 23:00;0.16351538432009183
2880;2010/7/3 0:00;0.056980404686891015
2940;2010/7/3 1:00;0.058782845670485334
3000;2010/7/3 2:00;0.0720729022580635
3060;2010/7/3 3:00;0.05745591567982789
3120;2010/7/3 4:00;0.05879734019002104
3180;2010/7/3 5:00;0.049697634966246136
3240;2010/7/3 6:00;0.055840704762337406
3300;2010/7/3 7:00;0.9880843183208516
3360;2010/7/3 8:00;1.4385089225206829
3420;2010/7/3 9:00;0.5916403787586689
3480;2010/7/3 10:00;1.2106126106619748
3540;2010/7/3 11:00;2.066508966542146
3600;2010/7/3 12:00;1.830401038476936
3660;2010/7/3 13:00;0.9374661976393275
3720;2010/7/3 14:00;0.111426057534757
3780;2010/7/3 15:00;0.07836249408150998
3840;2010/7/3 16:00;0.056625263612400514
3900;2010/7/3 17:00;0.07737616149751059
3960;2010/7/3 18:00;0.09359018758024328
4020;2010/7/3 19:00;0.29511727607856225
4080;2010/7/3 20:00;0.16258186581043635
4140;2010/7/3 21:00;0.2880686585419059
4200;2010/7/3 22:00;0.2659948728112856
4260;2010/7/3 23:00;0.05875452517586457
4320;2010/7/4 0:00;0.060947050200970805
4380;2010/7/4 1:00;0.06333359968827601
4440;2010/7/4 2:00;0.05531652425543992
4500;2010/7/4 3:00;0.056340224961361
4560;2010/7/4 4:00;0.05867374756222603
4620;2010/7/4 5:00;0.16181095105309914
4680;2010/7/4 6:00;1.0050352273164436
4740;2010/7/4 7:00;1.151673968245247
4800;2010/7/4 8:00;0.437767579780208
4860;2010/7/4 9:00;0.8604989985261641
4920;2010/7/4 10:00;0.5601762968720708
4980;2010/7/4 11:00;1.7045358038070642
5040;2010/7/4 12:00;0.06985921195635414
5100;2010/7/4 13:00;4.650309430282145
5160;2010/7/4 14:00;3.3564205001274248
5220;2010/7/4 15:00;0.62008721775262
5280;2010/7/4 16:00;0.324971394324246
5340;2010/7/4 17:00;2.0776181740602726
5400;2010/7/4 18:00;0.1298527673128719
5460;2010/7/4 19:00;0.20062836884497334
5520;2010/7/4 20:00;0.40792624819066475
5580;2010/7/4 21:00;0.3970254828740752
5640;2010/7/4 22:00;0.3615429741632487
5700;2010/7/4 23:00;0.26433696255838146
5760;2010/7/5 0:00;0.05997138024570014
5820;2010/7/5 1:00;0.05772308235080707
5880;2010/7/5 2:00;0.05422636727586912
5940;2010/7/5 3:00;0.05877590337839143
6000;2010/7/5 4:00;0.05866397890284601
6060;2010/7/5 5:00;0.05646769197826262
6120;2010/7/5 6:00;0.05873217110284913
6180;2010/7/5 7:00;0.9244793681365655
6240;2010/7/5 8:00;0.4483725512214799
6300;2010/7/5 9:00;0.05759733954783588
6360;2010/7/5 10:00;0.04440553937534911
6420;2010/7/5 11:00;0.060962450109924696
6480;2010/7/5 12:00;0.06608687208706165
6540;2010/7/5 13:00;0.058708254779193676
6600;2010/7/5 14:00;0.054009383163455445
6660;2010/7/5 15:00;0.054103065718214265
6720;2010/7/5 16:00;0.05815290582052927
6780;2010/7/5 17:00;0.06618547669357787
6840;2010/7/5 18:00;0.15269942245343301
6900;2010/7/5 19:00;0.10567675288027502
6960;2010/7/5 20:00;0.7913941719603784
7020;2010/7/5 21:00;0.44475879925396106
7080;2010/7/5 22:00;0.2952362041341491
7140;2010/7/5 23:00;0.15644206339422032
7200;2010/7/6 0:00;0.061064822526306954
7260;2010/7/6 1:00;0.06118090522106645
7320;2010/7/6 2:00;0.058719300051779104
7380;2010/7/6 3:00;0.05890661800433879
7440;2010/7/6 4:00;0.057025980400407864
7500;2010/7/6 5:00;0.05840947926510436
7560;2010/7/6 6:00;0.18256181456688672
7620;2010/7/6 7:00;1.1987603377027056
7680;2010/7/6 8:00;0.12047524256907254
7740;2010/7/6 9:00;0.04728074375702832
7800;2010/7/6 10:00;0.060371875372300085
7860;2010/7/6 11:00;0.058851577155863144
7920;2010/7/6 12:00;0.06107569748771693
7980;2010/7/6 13:00;0.060518091654551416
8040;2010/7/6 14:00;0.05871143719711543
8100;2010/7/6 15:00;0.055823640515542526
8160;2010/7/6 16:00;0.05874617433079237
8220;2010/7/6 17:00;0.813823713599044
8280;2010/7/6 18:00;1.1900564509519793
8340;2010/7/6 19:00;0.42092927203906405
8400;2010/7/6 20:00;0.673020339850319
8460;2010/7/6 21:00;0.5698024508902139
8520;2010/7/6 22:00;0.37512205704663776
8580;2010/7/6 23:00;0.06392113055482765
8640;2010/7/7 0:00;0.06327022541495704
8700;2010/7/7 1:00;0.056403440403864115
8760;2010/7/7 2:00;0.04957347888876471
8820;2010/7/7 3:00;0.06042880685384726
8880;2010/7/7 4:00;0.05880838055206075
8940;2010/7/7 5:00;0.064068213890554
9000;2010/7/7 6:00;0.8489964053853103
9060;2010/7/7 7:00;0.6771547156524376
9120;2010/7/7 8:00;0.613887371301241
9180;2010/7/7 9:00;0.16947091473035122
9240;2010/7/7 10:00;0.06107570268699316
9300;2010/7/7 11:00;0.06093282046431866
9360;2010/7/7 12:00;0.05885118861183405
9420;2010/7/7 13:00;0.05409493413392241
9480;2010/7/7 14:00;0.05886244727795552
9540;2010/7/7 15:00;0.06338618477068857
9600;2010/7/7 16:00;0.05597526531440315
9660;2010/7/7 17:00;0.1448881334418232
9720;2010/7/7 18:00;1.665584432791071
9780;2010/7/7 19:00;4.945350049748819
9840;2010/7/7 20:00;2.010028769426695
9900;2010/7/7 21:00;0.3801777016953437
9960;2010/7/7 22:00;0.35808772201992317
10020;2010/7/7 23:00;0.14432523815852824
