Apparent.Timestep;Time;Sum [kWh]
0;2010/7/1 0:00;0.08949104060200053
60;2010/7/1 1:00;0.06302190877856018
120;2010/7/1 2:00;0.1285585289145585
180;2010/7/1 3:00;0.09961513915904503
240;2010/7/1 4:00;0.12177263720067827
300;2010/7/1 5:00;0.3056238071877644
360;2010/7/1 6:00;0.27369565150945396
420;2010/7/1 7:00;0.9943751188603112
480;2010/7/1 8:00;0.1496839380921739
540;2010/7/1 9:00;0.5311969412996524
600;2010/7/1 10:00;0.07466735527657341
660;2010/7/1 11:00;0.06100424587577952
720;2010/7/1 12:00;0.07935456460419352
780;2010/7/1 13:00;0.20430024240138506
840;2010/7/1 14:00;0.061479709641495704
900;2010/7/1 15:00;0.06375530369596569
960;2010/7/1 16:00;0.06102752587792191
1020;2010/7/1 17:00;0.10095092210496472
1080;2010/7/1 18:00;0.19098868856703066
1140;2010/7/1 19:00;0.06425157210385603
1200;2010/7/1 20:00;0.060262033894256786
1260;2010/7/1 21:00;0.0757632941077495
1320;2010/7/1 22:00;0.11088305785764696
1380;2010/7/1 23:00;0.10490892435060258
1440;2010/7/2 0:00;0.10988900451437436
1500;2010/7/2 1:00;0.06174314674647242
1560;2010/7/2 2:00;0.1115279818943236
1620;2010/7/2 3:00;0.36968707702530973
1680;2010/7/2 4:00;1.3913002972349802
1740;2010/7/2 5:00;0.2057691322146836
1800;2010/7/2 6:00;0.2069644599741853
1860;2010/7/2 7:00;0.32003692238344555
1920;2010/7/2 8:00;0.8412001203294182
1980;2010/7/2 9:00;0.10252074082523799
2040;2010/7/2 10:00;0.11532955286217365
2100;2010/7/2 11:00;0.5390453130602261
2160;2010/7/2 12:00;0.12435709490516215
2220;2010/7/2 13:00;0.06277119054287139
2280;2010/7/2 14:00;0.08935273852016237
2340;2010/7/2 15:00;0.12823686829701084
2400;2010/7/2 16:00;0.07378338473196774
2460;2010/7/2 17:00;0.10469633122748793
2520;2010/7/2 18:00;0.06373692080543214
2580;2010/7/2 19:00;0.08612626632145916
2640;2010/7/2 20:00;0.14126133547813577
2700;2010/7/2 21:00;0.12281418392113708
2760;2010/7/2 22:00;0.0634965596669711
2820;2010/7/2 23:00;0.06246360099679027
2880;2010/7/3 0:00;0.12070848435298186
2940;2010/7/3 1:00;0.1262385410942136
3000;2010/7/3 2:00;0.11254620472445771
3060;2010/7/3 3:00;0.06310805950421972
3120;2010/7/3 4:00;0.06162835142186293
3180;2010/7/3 5:00;0.06484514846071933
3240;2010/7/3 6:00;0.7197114023326371
3300;2010/7/3 7:00;0.7965951365030315
3360;2010/7/3 8:00;1.1171876625637835
3420;2010/7/3 9:00;0.26022159584577187
3480;2010/7/3 10:00;2.1253626332366893
3540;2010/7/3 11:00;0.9647986380110325
3600;2010/7/3 12:00;0.5412390172706535
3660;2010/7/3 13:00;0.0627102941114969
3720;2010/7/3 14:00;0.05928330292777758
3780;2010/7/3 15:00;0.8162057333191373
3840;2010/7/3 16:00;0.4163347054080229
3900;2010/7/3 17:00;0.06274683673753888
3960;2010/7/3 18:00;0.05939133686888333
4020;2010/7/3 19:00;0.06405296421623946
4080;2010/7/3 20:00;0.6298646388845089
4140;2010/7/3 21:00;0.6178159095831706
4200;2010/7/3 22:00;0.26606239407717014
4260;2010/7/3 23:00;0.3041766164193316
4320;2010/7/4 0:00;0.462844058606119
4380;2010/7/4 1:00;0.24504276886520535
4440;2010/7/4 2:00;0.13186683705005645
4500;2010/7/4 3:00;0.12377311519900548
4560;2010/7/4 4:00;0.12609630751337508
4620;2010/7/4 5:00;0.14900907256246357
4680;2010/7/4 6:00;0.9709735116124221
4740;2010/7/4 7:00;0.06207373187800933
4800;2010/7/4 8:00;3.220768154026017
4860;2010/7/4 9:00;1.4487545986842583
4920;2010/7/4 10:00;0.2283641812915721
4980;2010/7/4 11:00;2.8176923265171703
5040;2010/7/4 12:00;3.769501634522732
5100;2010/7/4 13:00;1.4805940133414934
5160;2010/7/4 14:00;0.059276561065227565
5220;2010/7/4 15:00;0.15341383954638393
5280;2010/7/4 16:00;1.1275880268412921
5340;2010/7/4 17:00;0.15136795096859956
5400;2010/7/4 18:00;0.06123080466344999
5460;2010/7/4 19:00;0.16839544114067398
5520;2010/7/4 20:00;0.4970464760017439
5580;2010/7/4 21:00;0.3040581646317859
5640;2010/7/4 22:00;0.392936480993072
5700;2010/7/4 23:00;0.26383658279141287
5760;2010/7/5 0:00;0.152070322804587
5820;2010/7/5 1:00;0.252385866131399
5880;2010/7/5 2:00;0.126147767398143
5940;2010/7/5 3:00;0.3995068537023911
6000;2010/7/5 4:00;0.12478377095860915
6060;2010/7/5 5:00;0.4679332293153702
6120;2010/7/5 6:00;0.7353599019992838
6180;2010/7/5 7:00;0.06253026810975751
6240;2010/7/5 8:00;0.05883477588273396
6300;2010/7/5 9:00;0.06948890844131395
6360;2010/7/5 10:00;0.14277112303600917
6420;2010/7/5 11:00;0.11615194847411421
6480;2010/7/5 12:00;0.062007765660849576
6540;2010/7/5 13:00;0.0607743615057838
6600;2010/7/5 14:00;0.6064556929156564
6660;2010/7/5 15:00;1.5207321565427232
6720;2010/7/5 16:00;0.06825809433995837
6780;2010/7/5 17:00;0.6582576339861663
6840;2010/7/5 18:00;0.9265944612138797
6900;2010/7/5 19:00;1.1067216317696031
6960;2010/7/5 20:00;0.7964617783891139
7020;2010/7/5 21:00;1.9825715634157741
7080;2010/7/5 22:00;0.40496199118816106
7140;2010/7/5 23:00;0.28106534709958214
7200;2010/7/6 0:00;0.38607514688316175
7260;2010/7/6 1:00;0.47553593093080854
7320;2010/7/6 2:00;0.5764676801548825
7380;2010/7/6 3:00;0.12360659113679293
7440;2010/7/6 4:00;0.12326709924538792
7500;2010/7/6 5:00;0.22650071347842674
7560;2010/7/6 6:00;0.9244557104963598
7620;2010/7/6 7:00;0.07904028540776552
7680;2010/7/6 8:00;0.061345018665454366
7740;2010/7/6 9:00;0.06278862022015169
7800;2010/7/6 10:00;0.06267178117711866
7860;2010/7/6 11:00;0.18839750578461711
7920;2010/7/6 12:00;0.09544793726678504
7980;2010/7/6 13:00;0.06263564646313961
8040;2010/7/6 14:00;0.06324758290674065
8100;2010/7/6 15:00;0.6793172407600058
8160;2010/7/6 16:00;0.24725947815191637
8220;2010/7/6 17:00;0.20450104180499387
8280;2010/7/6 18:00;0.80602549247299
8340;2010/7/6 19:00;1.2866359521412556
8400;2010/7/6 20:00;1.2222672063030204
8460;2010/7/6 21:00;0.42698740899282034
8520;2010/7/6 22:00;3.4993443696071114
8580;2010/7/6 23:00;4.7289766530635875
8640;2010/7/7 0:00;1.564985751364798
8700;2010/7/7 1:00;0.5471094456651131
8760;2010/7/7 2:00;0.5799925334267513
8820;2010/7/7 3:00;0.12213082240679843
8880;2010/7/7 4:00;0.12416920679725889
8940;2010/7/7 5:00;0.4752292100457558
9000;2010/7/7 6:00;0.6464477908417147
9060;2010/7/7 7:00;0.18090068814566954
9120;2010/7/7 8:00;0.08091284824948584
9180;2010/7/7 9:00;0.06589070407604956
9240;2010/7/7 10:00;0.060691368145046186
9300;2010/7/7 11:00;0.07587228443085413
9360;2010/7/7 12:00;0.19966712283985205
9420;2010/7/7 13:00;0.0744708182311838
9480;2010/7/7 14:00;0.06307954493763528
9540;2010/7/7 15:00;0.1309581436500192
9600;2010/7/7 16:00;0.27208181097264367
9660;2010/7/7 17:00;0.2566308181154451
9720;2010/7/7 18:00;0.18903999098692376
9780;2010/7/7 19:00;0.8344765944514791
9840;2010/7/7 20:00;0.6927189208436296
9900;2010/7/7 21:00;1.2107198055934592
9960;2010/7/7 22:00;0.46835837663495816
10020;2010/7/7 23:00;0.5024906709865792
