Reactive.Timestep;Time;Sum [kWh]
0;2010/7/1 0:00;0.028005044415971868
60;2010/7/1 1:00;0.019379887654425863
120;2010/7/1 2:00;0.03963412823688777
180;2010/7/1 3:00;0.031288481909443416
240;2010/7/1 4:00;0.03791989900807729
300;2010/7/1 5:00;0.09526030255684634
360;2010/7/1 6:00;0.0849909325442225
420;2010/7/1 7:00;0.12557924081899854
480;2010/7/1 8:00;0.04666125823312951
540;2010/7/1 9:00;0.10180031377439613
600;2010/7/1 10:00;0.02316634271598278
660;2010/7/1 11:00;0.019043457950203423
720;2010/7/1 12:00;0.024971019028613015
780;2010/7/1 13:00;0.06352278221737637
840;2010/7/1 14:00;0.01916380094540755
900;2010/7/1 15:00;0.019892881936311422
960;2010/7/1 16:00;0.019088922844264236
1020;2010/7/1 17:00;0.031136936796927493
1080;2010/7/1 18:00;0.05974330927757194
1140;2010/7/1 19:00;0.01977202915640763
1200;2010/7/1 20:00;0.018857090383381965
1260;2010/7/1 21:00;0.02352587791248085
1320;2010/7/1 22:00;0.03470569426677754
1380;2010/7/1 23:00;0.032620019260785366
1440;2010/7/2 0:00;0.03455330388802286
1500;2010/7/2 1:00;0.019100084358964046
1560;2010/7/2 2:00;0.034799647848078895
1620;2010/7/2 3:00;0.11247322591694964
1680;2010/7/2 4:00;0.4347048635583681
1740;2010/7/2 5:00;0.0642651168371601
1800;2010/7/2 6:00;0.0643425835030555
1860;2010/7/2 7:00;0.075910353620296
1920;2010/7/2 8:00;0.08610141844855967
1980;2010/7/2 9:00;0.0323677590384008
2040;2010/7/2 10:00;0.036009162443635036
2100;2010/7/2 11:00;0.10464511192370667
2160;2010/7/2 12:00;0.03866267257911907
2220;2010/7/2 13:00;0.019248291211840067
2280;2010/7/2 14:00;0.02809881846785841
2340;2010/7/2 15:00;0.04014149480006919
2400;2010/7/2 16:00;0.023143771674069447
2460;2010/7/2 17:00;0.03258795635670237
2520;2010/7/2 18:00;0.01953294164914936
2580;2010/7/2 19:00;0.026877664902966038
2640;2010/7/2 20:00;0.044035677209806494
2700;2010/7/2 21:00;0.03798270525444282
2760;2010/7/2 22:00;0.01945387188364795
2820;2010/7/2 23:00;0.019527457004290916
2880;2010/7/3 0:00;0.037836065148260066
2940;2010/7/3 1:00;0.039120480409970536
3000;2010/7/3 2:00;0.03492483494996462
3060;2010/7/3 3:00;0.019712221791600974
3120;2010/7/3 4:00;0.01912188950507802
3180;2010/7/3 5:00;0.01985706408438686
3240;2010/7/3 6:00;0.18433180293231338
3300;2010/7/3 7:00;0.08157698896785966
3360;2010/7/3 8:00;0.3485019803015091
3420;2010/7/3 9:00;0.08143724894938233
3480;2010/7/3 10:00;0.6633037119556283
3540;2010/7/3 11:00;0.30082708060826713
3600;2010/7/3 12:00;0.16893190610467007
3660;2010/7/3 13:00;0.01962685839504093
3720;2010/7/3 14:00;0.018683494593689523
3780;2010/7/3 15:00;0.25489232341383
3840;2010/7/3 16:00;0.1296518247879916
3900;2010/7/3 17:00;0.019611019932210517
3960;2010/7/3 18:00;0.01878071778324334
4020;2010/7/3 19:00;0.01947363377439068
