Reactive.Timestep;Time;Sum [kWh]
0;2010/7/1 0:00;0.025230557512811846
60;2010/7/1 1:00;0.024699461830552192
120;2010/7/1 2:00;0.012245290909675619
180;2010/7/1 3:00;0.020331220094009592
240;2010/7/1 4:00;0.025276216601672383
300;2010/7/1 5:00;0.018832491518713683
360;2010/7/1 6:00;0.013859652498244935
420;2010/7/1 7:00;0.32883372977759695
480;2010/7/1 8:00;0.02793871989334875
540;2010/7/1 9:00;0.013972255428522384
600;2010/7/1 10:00;0.020991053175601213
660;2010/7/1 11:00;0.030184440153741467
720;2010/7/1 12:00;0.30254042320093716
780;2010/7/1 13:00;0.262147226070219
840;2010/7/1 14:00;0.18834192852394538
900;2010/7/1 15:00;0.08232301288952121
960;2010/7/1 16:00;0.08905763632812752
1020;2010/7/1 17:00;0.048287760062744975
1080;2010/7/1 18:00;0.11124776203217783
1140;2010/7/1 19:00;0.28466510484622953
1200;2010/7/1 20:00;0.16220218559110577
1260;2010/7/1 21:00;0.22195092362778984
1320;2010/7/1 22:00;0.15788221028969654
1380;2010/7/1 23:00;0.1292742671129103
1440;2010/7/2 0:00;0.011160578303199296
1500;2010/7/2 1:00;0.03109579896902488
1560;2010/7/2 2:00;0.0062287215656798645
1620;2010/7/2 3:00;0.03117424361203756
1680;2010/7/2 4:00;0.006293002322073678
1740;2010/7/2 5:00;0.030608920820254872
1800;2010/7/2 6:00;0.00630215824050254
1860;2010/7/2 7:00;0.25645641054848806
1920;2010/7/2 8:00;0.39594841864481034
1980;2010/7/2 9:00;0.024303116425043802
2040;2010/7/2 10:00;0.05156619021719756
2100;2010/7/2 11:00;0.3796331783814103
2160;2010/7/2 12:00;0.29490148481424955
2220;2010/7/2 13:00;0.07919783362423065
2280;2010/7/2 14:00;0.010415883153088177
2340;2010/7/2 15:00;0.03173985996978384
2400;2010/7/2 16:00;0.07725549990414704
2460;2010/7/2 17:00;-0.034995854696994434
2520;2010/7/2 18:00;0.04149964796197263
2580;2010/7/2 19:00;0.3555805807233633
2640;2010/7/2 20:00;0.1531763844176735
2700;2010/7/2 21:00;0.22195706490099906
2760;2010/7/2 22:00;0.1513123760979451
2820;2010/7/2 23:00;0.08334885230864693
2880;2010/7/3 0:00;0.006571321153734197
2940;2010/7/3 1:00;0.032087483465381525
3000;2010/7/3 2:00;0.006439243967011721
3060;2010/7/3 3:00;0.03147431248339749
3120;2010/7/3 4:00;0.0064181544853253785
3180;2010/7/3 5:00;0.03233025834933184
3240;2010/7/3 6:00;0.006024614469232639
3300;2010/7/3 7:00;0.2614687410579419
3360;2010/7/3 8:00;0.16384422087636902
3420;2010/7/3 9:00;0.2665642187465211
3480;2010/7/3 10:00;0.0609761076995978
3540;2010/7/3 11:00;0.03719074739386948
3600;2010/7/3 12:00;0.03040914352589236
3660;2010/7/3 13:00;0.02965277226372834
3720;2010/7/3 14:00;0.006585443313372093
3780;2010/7/3 15:00;0.0560627987188256
3840;2010/7/3 16:00;0.05695798281546549
3900;2010/7/3 17:00;0.3980623118756721
3960;2010/7/3 18:00;0.10795609083433053
4020;2010/7/3 19:00;0.17633240600290356
4080;2010/7/3 20:00;0.11402506657435656
4140;2010/7/3 21:00;0.06241238329328454
4200;2010/7/3 22:00;0.044176641771849434
4260;2010/7/3 23:00;0.035241210853448675
4320;2010/7/4 0:00;0.009260740369027078
4380;2010/7/4 1:00;0.025970820437402783
4440;2010/7/4 2:00;0.02635021485217419
4500;2010/7/4 3:00;0.006210780491189131
4560;2010/7/4 4:00;0.026151720352332024
4620;2010/7/4 5:00;0.03363018996566465
4680;2010/7/4 6:00;0.041774413136075085
4740;2010/7/4 7:00;0.1657531357397278
4800;2010/7/4 8:00;0.1433062099465176
4860;2010/7/4 9:00;0.04509226486201481
4920;2010/7/4 10:00;-0.09369867601737852
4980;2010/7/4 11:00;0.37145282920536227
5040;2010/7/4 12:00;0.7285564027629834
5100;2010/7/4 13:00;0.18941862767071285
5160;2010/7/4 14:00;0.1880628776807321
5220;2010/7/4 15:00;0.03322697248497476
5280;2010/7/4 16:00;0.0552365245006064
5340;2010/7/4 17:00;0.02953746370890622
5400;2010/7/4 18:00;0.02605676660435716
5460;2010/7/4 19:00;0.18308877529492862
5520;2010/7/4 20:00;0.14451692026369883
5580;2010/7/4 21:00;0.15993357562615937
5640;2010/7/4 22:00;0.09692176243463284
5700;2010/7/4 23:00;0.027311774128053024
5760;2010/7/5 0:00;0.006294503329992402
5820;2010/7/5 1:00;0.027473951064677826
5880;2010/7/5 2:00;0.02029671981079953
5940;2010/7/5 3:00;0.013506810289837785
6000;2010/7/5 4:00;0.02863531795264207
6060;2010/7/5 5:00;0.008704546174396132
6120;2010/7/5 6:00;0.27935149496894957
6180;2010/7/5 7:00;0.0418551036834066
6240;2010/7/5 8:00;0.3363450563030966
6300;2010/7/5 9:00;0.02842719106968761
6360;2010/7/5 10:00;0.08386821362911138
6420;2010/7/5 11:00;0.5267951270828983
6480;2010/7/5 12:00;0.031732403302731964
6540;2010/7/5 13:00;0.010628603350495786
6600;2010/7/5 14:00;0.026836601566981717
6660;2010/7/5 15:00;0.03151784890495341
6720;2010/7/5 16:00;0.06097913614629561
6780;2010/7/5 17:00;0.020724146075982875
6840;2010/7/5 18:00;0.0762302651635692
6900;2010/7/5 19:00;0.1612959185795881
6960;2010/7/5 20:00;0.14906709284091763
7020;2010/7/5 21:00;0.1625272658952139
7080;2010/7/5 22:00;0.11133466445246028
7140;2010/7/5 23:00;0.029484481297503473
7200;2010/7/6 0:00;0.00641292770093628
7260;2010/7/6 1:00;0.030053497242882074
7320;2010/7/6 2:00;0.006077942396314626
7380;2010/7/6 3:00;0.02958193301301225
7440;2010/7/6 4:00;0.015694243375327304
7500;2010/7/6 5:00;0.020558754349056383
7560;2010/7/6 6:00;0.09364016785465235
7620;2010/7/6 7:00;0.23516291034690023
7680;2010/7/6 8:00;0.23112920587214697
7740;2010/7/6 9:00;-0.027096408909154324
7800;2010/7/6 10:00;-0.053223402733898036
7860;2010/7/6 11:00;0.4847502233561286
7920;2010/7/6 12:00;0.06083935093293372
7980;2010/7/6 13:00;0.026308667668082524
8040;2010/7/6 14:00;0.009880308909540924
8100;2010/7/6 15:00;0.13362656632445252
8160;2010/7/6 16:00;0.028285368878839843
8220;2010/7/6 17:00;0.02756317926409886
8280;2010/7/6 18:00;0.23817952136789614
8340;2010/7/6 19:00;0.14014233445182367
8400;2010/7/6 20:00;0.10726257604014132
8460;2010/7/6 21:00;0.12143618347102682
8520;2010/7/6 22:00;0.11654315761879853
8580;2010/7/6 23:00;0.03193101445387087
8640;2010/7/7 0:00;0.006017928266490733
8700;2010/7/7 1:00;0.030044553121419137
8760;2010/7/7 2:00;0.008786910577266297
8820;2010/7/7 3:00;0.025974453318978474
8880;2010/7/7 4:00;0.028802686378321646
8940;2010/7/7 5:00;0.01093264900424049
9000;2010/7/7 6:00;0.023722144710978443
9060;2010/7/7 7:00;0.028321785594900412
9120;2010/7/7 8:00;0.021061394792377206
9180;2010/7/7 9:00;0.1984750653999506
9240;2010/7/7 10:00;0.13744225078319036
9300;2010/7/7 11:00;0.4668637725030696
9360;2010/7/7 12:00;0.3945851223631127
9420;2010/7/7 13:00;0.029517680399556396
9480;2010/7/7 14:00;0.02715121990020412
9540;2010/7/7 15:00;0.040290036014168334
9600;2010/7/7 16:00;0.02134476343283867
9660;2010/7/7 17:00;0.08058327774926673
9720;2010/7/7 18:00;0.15190541212641465
9780;2010/7/7 19:00;-0.03222200490201097
9840;2010/7/7 20:00;0.04436125872674337
9900;2010/7/7 21:00;0.100138175980669
9960;2010/7/7 22:00;0.0837992317617914
10020;2010/7/7 23:00;0.10903057555877929
