Reactive.Timestep;Time;Sum [kWh]
0;2010/7/1 0:00;0.004286653774009157
60;2010/7/1 1:00;0.009378189084856194
120;2010/7/1 2:00;0.012569595724805848
180;2010/7/1 3:00;0.036367341526126584
240;2010/7/1 4:00;0.028396603672013354
300;2010/7/1 5:00;0.01269485607038008
360;2010/7/1 6:00;0.44486489304003785
420;2010/7/1 7:00;0.4804020822296674
480;2010/7/1 8:00;0.17634968294450767
540;2010/7/1 9:00;0.09479791501844345
600;2010/7/1 10:00;0.011737671864613584
660;2010/7/1 11:00;0.011590204694908726
720;2010/7/1 12:00;0.018199147487187983
780;2010/7/1 13:00;0.04125618798967637
840;2010/7/1 14:00;0.0517683931941799
900;2010/7/1 15:00;0.018272338730231884
960;2010/7/1 16:00;0.10522650603157198
1020;2010/7/1 17:00;0.20033633711966514
1080;2010/7/1 18:00;0.15566596098632246
1140;2010/7/1 19:00;0.3180333585183552
1200;2010/7/1 20:00;0.5055765755882812
1260;2010/7/1 21:00;0.21286239397006534
1320;2010/7/1 22:00;0.2748042326775421
1380;2010/7/1 23:00;0.012192903099662759
1440;2010/7/2 0:00;0.03894038920148165
1500;2010/7/2 1:00;0.012369324496990599
1560;2010/7/2 2:00;0.012554689094773705
1620;2010/7/2 3:00;0.012610743037391415
1680;2010/7/2 4:00;0.043910469491185246
1740;2010/7/2 5:00;0.025415836443463638
1800;2010/7/2 6:00;0.3059182420127028
1860;2010/7/2 7:00;0.41767300673350055
1920;2010/7/2 8:00;0.04381221066531473
1980;2010/7/2 9:00;0.0157476681990812
2040;2010/7/2 10:00;0.04986364826251229
2100;2010/7/2 11:00;0.011662681707686246
2160;2010/7/2 12:00;0.011624328952842992
2220;2010/7/2 13:00;0.004270721582369174
2280;2010/7/2 14:00;0.013585800836597623
2340;2010/7/2 15:00;0.06601665057115397
2400;2010/7/2 16:00;0.01680749605536815
2460;2010/7/2 17:00;0.01254615546008602
2520;2010/7/2 18:00;0.1813660662955448
2580;2010/7/2 19:00;0.23993394779380528
2640;2010/7/2 20:00;0.17459586814211167
2700;2010/7/2 21:00;0.15821415140238038
2760;2010/7/2 22:00;0.09208943351283524
2820;2010/7/2 23:00;0.004786709434744351
2880;2010/7/3 0:00;0.007933981369539402
2940;2010/7/3 1:00;0.028588682019656315
3000;2010/7/3 2:00;0.03748533449068729
3060;2010/7/3 3:00;0.012654771086364796
3120;2010/7/3 4:00;0.012789094533840816
3180;2010/7/3 5:00;0.012616757681474147
3240;2010/7/3 6:00;0.017351576327156844
3300;2010/7/3 7:00;0.6112078489747692
3360;2010/7/3 8:00;0.21654365945821388
3420;2010/7/3 9:00;0.7114588612023599
3480;2010/7/3 10:00;0.5701129460096604
3540;2010/7/3 11:00;0.8323832216768846
3600;2010/7/3 12:00;0.2239577010802411
3660;2010/7/3 13:00;0.13469625282498002
3720;2010/7/3 14:00;0.4555049258163481
3780;2010/7/3 15:00;0.6218336657268034
3840;2010/7/3 16:00;0.036296861500102674
3900;2010/7/3 17:00;0.05947279063198302
3960;2010/7/3 18:00;0.037277901173175976
4020;2010/7/3 19:00;0.3151884862425866
4080;2010/7/3 20:00;0.6776893509174612
4140;2010/7/3 21:00;0.22159098274758132
4200;2010/7/3 22:00;0.12066745071202448
4260;2010/7/3 23:00;0.012748962086555037
4320;2010/7/4 0:00;0.012607992756208976
4380;2010/7/4 1:00;0.012640956812480316
4440;2010/7/4 2:00;0.02724423262718434
4500;2010/7/4 3:00;0.03118935424792625
4560;2010/7/4 4:00;0.005308955644227305
4620;2010/7/4 5:00;0.011232645893617083
4680;2010/7/4 6:00;0.012649004531903525
4740;2010/7/4 7:00;0.4399904669284847
4800;2010/7/4 8:00;0.23827744875234727
4860;2010/7/4 9:00;0.5456506571777293
4920;2010/7/4 10:00;0.3359861034637086
4980;2010/7/4 11:00;0.7859278954251573
5040;2010/7/4 12:00;0.08855957075628479
5100;2010/7/4 13:00;0.123547186540645
5160;2010/7/4 14:00;0.18024436732309754
5220;2010/7/4 15:00;0.1595916085534688
5280;2010/7/4 16:00;0.16166766571009517
5340;2010/7/4 17:00;0.10998932862450087
5400;2010/7/4 18:00;0.1743806524251912
5460;2010/7/4 19:00;0.38810405164400424
5520;2010/7/4 20:00;0.16687270181126582
5580;2010/7/4 21:00;0.3712989620971137
5640;2010/7/4 22:00;0.1118944279687123
5700;2010/7/4 23:00;0.06396430958918704
5760;2010/7/5 0:00;0.011636421930931158
5820;2010/7/5 1:00;0.012551563841718164
5880;2010/7/5 2:00;0.012667334934118498
5940;2010/7/5 3:00;0.03970308230016308
6000;2010/7/5 4:00;0.024769502550291273
6060;2010/7/5 5:00;0.01277634109369783
6120;2010/7/5 6:00;0.49337833226985145
6180;2010/7/5 7:00;0.48929699968945434
6240;2010/7/5 8:00;0.050597060243932346
6300;2010/7/5 9:00;0.02294567957236341
6360;2010/7/5 10:00;0.01158554906724864
6420;2010/7/5 11:00;0.011847547995674428
6480;2010/7/5 12:00;0.011678885693124266
6540;2010/7/5 13:00;0.049900299905350165
6600;2010/7/5 14:00;0.17222289720989808
6660;2010/7/5 15:00;0.08735086692317348
6720;2010/7/5 16:00;0.011534759596767736
6780;2010/7/5 17:00;0.011642818827335205
6840;2010/7/5 18:00;0.05119667529924224
6900;2010/7/5 19:00;0.29203508299786773
6960;2010/7/5 20:00;0.6639754206086801
7020;2010/7/5 21:00;0.09474380598010433
7080;2010/7/5 22:00;0.040901402349001956
7140;2010/7/5 23:00;0.032543928817532514
7200;2010/7/6 0:00;0.028434219476935158
7260;2010/7/6 1:00;0.012719913863782602
7320;2010/7/6 2:00;0.012773676245683695
7380;2010/7/6 3:00;0.012588095683331356
7440;2010/7/6 4:00;0.04535870380597732
7500;2010/7/6 5:00;0.011053350354351146
7560;2010/7/6 6:00;0.6331599192330013
7620;2010/7/6 7:00;0.24435256856692875
7680;2010/7/6 8:00;0.2487325549370373
7740;2010/7/6 9:00;0.06605702891410735
7800;2010/7/6 10:00;0.030915173345409427
7860;2010/7/6 11:00;0.012641074473719505
7920;2010/7/6 12:00;0.011913937871683261
7980;2010/7/6 13:00;0.015541224939604633
8040;2010/7/6 14:00;0.06434618032377554
8100;2010/7/6 15:00;0.05684735830544089
8160;2010/7/6 16:00;0.01162605848003026
8220;2010/7/6 17:00;0.14364808956410155
8280;2010/7/6 18:00;0.28670245864022176
8340;2010/7/6 19:00;0.41242816722633224
8400;2010/7/6 20:00;0.11809010165840958
8460;2010/7/6 21:00;0.32671967213242903
8520;2010/7/6 22:00;0.2162071380573405
8580;2010/7/6 23:00;0.09263544800622077
8640;2010/7/7 0:00;0.012607759217092094
8700;2010/7/7 1:00;0.04214805024935339
8760;2010/7/7 2:00;0.026600373883533843
8820;2010/7/7 3:00;0.00606162454019072
8880;2010/7/7 4:00;0.006933635571660391
8940;2010/7/7 5:00;0.01228578314289482
9000;2010/7/7 6:00;0.3512834056870001
9060;2010/7/7 7:00;0.41104758126164265
9120;2010/7/7 8:00;0.034003310445013604
9180;2010/7/7 9:00;0.01266716008329946
9240;2010/7/7 10:00;0.01278084032757315
9300;2010/7/7 11:00;0.011720913426144616
9360;2010/7/7 12:00;0.03578262963986995
9420;2010/7/7 13:00;0.025439786029487307
9480;2010/7/7 14:00;0.017270430021867303
9540;2010/7/7 15:00;0.018534818891835187
9600;2010/7/7 16:00;0.07147309396609922
9660;2010/7/7 17:00;0.33293666635441777
9720;2010/7/7 18:00;1.0038749621085712
9780;2010/7/7 19:00;0.5359124165842418
9840;2010/7/7 20:00;0.2783952035627576
