Apparent.Timestep;Time;Sum [kWh]
0;2010/7/1 0:00;0.1392178155242766
60;2010/7/1 1:00;0.1642329423104474
120;2010/7/1 2:00;0.16575242017629382
180;2010/7/1 3:00;0.13506953931440652
240;2010/7/1 4:00;0.14801048791775467
300;2010/7/1 5:00;0.16577105764529926
360;2010/7/1 6:00;0.1396912255861154
420;2010/7/1 7:00;0.15463077504876782
480;2010/7/1 8:00;0.7172097535335058
540;2010/7/1 9:00;0.1605990838159343
600;2010/7/1 10:00;0.14441326086094325
660;2010/7/1 11:00;0.15145819014082054
720;2010/7/1 12:00;0.15153485911347456
780;2010/7/1 13:00;0.16753681355584898
840;2010/7/1 14:00;0.15176312501264674
900;2010/7/1 15:00;0.13918241208938445
960;2010/7/1 16:00;0.15684912093333409
1020;2010/7/1 17:00;0.3325099649774771
1080;2010/7/1 18:00;1.006092077254914
1140;2010/7/1 19:00;1.5174759105717794
1200;2010/7/1 20:00;0.7340776557748294
1260;2010/7/1 21:00;0.49386285099237665
1320;2010/7/1 22:00;0.3944012514663897
1380;2010/7/1 23:00;0.23443874289541833
1440;2010/7/2 0:00;0.1633512085299581
1500;2010/7/2 1:00;0.13737519316094252
1560;2010/7/2 2:00;0.1504330187121446
1620;2010/7/2 3:00;0.14912628838248154
1680;2010/7/2 4:00;0.15535890832391855
1740;2010/7/2 5:00;0.14653788062721243
1800;2010/7/2 6:00;0.15147025708038098
1860;2010/7/2 7:00;0.15505658608960746
1920;2010/7/2 8:00;0.14274388230155952
1980;2010/7/2 9:00;0.14338498298565677
2040;2010/7/2 10:00;0.1512869784098113
2100;2010/7/2 11:00;0.15392902985412174
2160;2010/7/2 12:00;0.170363627215029
2220;2010/7/2 13:00;0.14997743313917228
2280;2010/7/2 14:00;0.1476035589179734
2340;2010/7/2 15:00;0.1318689373656337
2400;2010/7/2 16:00;0.1706400562212747
2460;2010/7/2 17:00;0.13933687935960815
2520;2010/7/2 18:00;0.15909958782527536
2580;2010/7/2 19:00;0.6754641653730956
2640;2010/7/2 20:00;0.4321961104208806
2700;2010/7/2 21:00;0.6150645412713541
2760;2010/7/2 22:00;0.5334727863821069
2820;2010/7/2 23:00;0.14418771525898497
2880;2010/7/3 0:00;0.13911632643423227
2940;2010/7/3 1:00;0.1772028851380936
3000;2010/7/3 2:00;0.12287482455294269
3060;2010/7/3 3:00;0.18750211446242526
3120;2010/7/3 4:00;0.1359489299486759
3180;2010/7/3 5:00;0.16423537137499009
3240;2010/7/3 6:00;0.13012792214081165
3300;2010/7/3 7:00;0.13776771489279185
3360;2010/7/3 8:00;0.25433115162352476
3420;2010/7/3 9:00;0.7198768330013922
3480;2010/7/3 10:00;1.1834658695895923
3540;2010/7/3 11:00;0.931874314429203
3600;2010/7/3 12:00;0.45463861209202044
3660;2010/7/3 13:00;0.1456887813440361
3720;2010/7/3 14:00;0.14350099229363672
3780;2010/7/3 15:00;0.14790489548788496
3840;2010/7/3 16:00;0.1595408962587415
3900;2010/7/3 17:00;0.3691527691923915
3960;2010/7/3 18:00;0.4070248486309613
4020;2010/7/3 19:00;0.5631983123500254
4080;2010/7/3 20:00;0.23467692620792974
4140;2010/7/3 21:00;0.5042303064488083
4200;2010/7/3 22:00;0.15827639814848218
4260;2010/7/3 23:00;0.16006621077185598
4320;2010/7/4 0:00;0.14785963671615926
4380;2010/7/4 1:00;0.1610771669733432
4440;2010/7/4 2:00;0.15013097266486783
4500;2010/7/4 3:00;0.1414309636833749
4560;2010/7/4 4:00;0.14418036913118423
4620;2010/7/4 5:00;0.16207854262245133
4680;2010/7/4 6:00;0.16555192367979693
4740;2010/7/4 7:00;0.1442345713184646
4800;2010/7/4 8:00;0.8510414773769033
4860;2010/7/4 9:00;0.4825532753272723
4920;2010/7/4 10:00;1.2292545370673802
4980;2010/7/4 11:00;1.7384651939094187
5040;2010/7/4 12:00;0.20829285469210185
5100;2010/7/4 13:00;0.346832062603156
5160;2010/7/4 14:00;1.1947449735369355
5220;2010/7/4 15:00;0.1525860638997168
5280;2010/7/4 16:00;0.14088306779676013
5340;2010/7/4 17:00;0.14877973495641278
5400;2010/7/4 18:00;0.16608471287461082
5460;2010/7/4 19:00;0.13664713557853791
5520;2010/7/4 20:00;0.9571691714512374
5580;2010/7/4 21:00;0.7161843775923142
5640;2010/7/4 22:00;0.3055892242195846
5700;2010/7/4 23:00;0.13385123614327335
5760;2010/7/5 0:00;0.14599509414079456
5820;2010/7/5 1:00;0.16811601012917396
5880;2010/7/5 2:00;0.15665890787953227
5940;2010/7/5 3:00;0.15185850565440315
6000;2010/7/5 4:00;0.15069658193925195
6060;2010/7/5 5:00;0.14557853839162274
6120;2010/7/5 6:00;0.1506058467381172
6180;2010/7/5 7:00;0.15750681731680896
6240;2010/7/5 8:00;0.1618044956959191
6300;2010/7/5 9:00;0.13802527490251223
6360;2010/7/5 10:00;0.1557880753344858
6420;2010/7/5 11:00;0.15547410492847452
6480;2010/7/5 12:00;0.15980185538677935
6540;2010/7/5 13:00;0.13288019321842262
6600;2010/7/5 14:00;0.15726371395048505
6660;2010/7/5 15:00;0.15396819605052786
6720;2010/7/5 16:00;0.14755122586386293
6780;2010/7/5 17:00;0.369977695201646
6840;2010/7/5 18:00;0.5955579363894228
6900;2010/7/5 19:00;0.8995234875441876
6960;2010/7/5 20:00;0.39318283253565434
7020;2010/7/5 21:00;0.45978277166008846
7080;2010/7/5 22:00;0.6327744950049542
7140;2010/7/5 23:00;0.47508757487083014
7200;2010/7/6 0:00;0.1659638874880147
7260;2010/7/6 1:00;0.15671096638092435
7320;2010/7/6 2:00;0.14663726729115514
7380;2010/7/6 3:00;0.14003983128069886
7440;2010/7/6 4:00;0.15094340751945456
7500;2010/7/6 5:00;0.1630614343997949
